cpu usage,memory usage,gpu usage,cpu frequency,gpu frequency,temperature
36.26265293213766,82.69802227832787,95.1932647703123,926.363876389239,475.96632385156147,70.39589345973943
22.591591232175734,58.33564233286902,29.583752522777395,803.3243210895816,147.91876261388697,62.87283316173252
4.921958686342098,88.29625105919564,68.40151973405675,644.2976281770789,342.00759867028376,70.53300507751483
58.84814920808197,39.898622366835326,4.023853288394575,1129.6333428727378,20.119266441972876,58.40537043873899
59.13570342447033,17.069733447173064,47.48983196177999,1132.221330820233,237.44915980889996,58.540830582905805
93.57979033212591,13.25804444611297,4.5454456118972475,1442.2181129891333,22.727228059486237,72.51273369338477
36.539334770590884,13.134546904168099,95.89349498866288,928.854012935318,479.4674749433144,67.56061712218738
21.892587485451532,52.32186697790836,53.51777335277319,797.0332873690638,267.58886676386595,61.94348968188524
69.99076727328018,97.23289539705637,24.346235842707042,1229.9169054595218,121.73117921353521,66.70163820284218
1.6469419891693038,11.966812197923993,13.59675400430852,614.8224779025237,67.9837700215426,37.06042615526152
37.032490837527355,11.012194801535136,11.833425678178333,933.2924175377461,59.16712839089166,53.04455926598003
76.29662648247245,36.31812927937618,12.651735143257914,1286.669638342252,63.258675716289574,79.38225322219445
69.30937311324628,71.87229522215429,80.91367505351162,1223.7843580192166,404.5683752675581,74.09007067879111
50.191113221464036,26.156014866548325,90.98177111943366,1051.7200189931764,454.9088555971683,70.61416250426616
77.34878846739647,15.097949085955031,29.73911142945571,1296.1390962065684,148.69555714727855,79.12552852910262
26.265521227554533,79.73494734237211,75.17890077095929,836.3896910479908,375.8945038547964,79.82725175422117
26.0285658167273,94.62960729759298,8.701959166534712,834.2570923505457,43.50979583267356,73.76514889130739
51.82352595163423,26.044324654313545,81.17546615024985,1066.4117335647081,405.87733075124925,69.61128418168451
22.935277052909818,77.40122127971696,97.92077233775663,806.4174934761884,489.6038616887831,70.68611028602096
37.41542399856962,94.87605845452237,43.57678810871979,936.7388159871266,217.88394054359895,74.11834614466692
97.80813370519712,83.48440129937214,11.99458061893024,1480.2732033467742,59.9729030946512,67.35900502931521
53.178024763299824,82.70761487518202,2.0250214739797268,1078.6022228696984,10.125107369898634,68.43303818201238
51.241712704732876,94.43131539879434,70.8128042690323,1061.175414342596,354.0640213451615,68.5900906862286
96.63289831130382,50.73140510129003,59.41310605110735,1469.6960848017343,297.0655302555367,68.95933161148145
92.89498189306684,86.69376732469276,33.06139052954728,1436.0548370376016,165.3069526477364,69.99304549281867
44.10415602165697,40.8567761618826,24.950791793726733,996.9374041949127,124.75395896863367,57.919661860312075
97.14228253479162,12.460168486504465,0.8999080200401077,1474.2805428131246,4.499540100200539,66.10169862557521
0.16379991636934488,91.1270443323267,1.2975206918366067,601.4741992473241,6.487603459183033,72.04120841251753
24.22439529150423,73.13843780102786,60.42306383257867,818.019557623538,302.11531916289334,83.25456223595073
63.54602450036446,64.9091611928398,66.32933125656118,1171.9142205032801,331.6466562828059,75.30923473883156
9.07983959392361,12.013889767957942,12.238315257444532,681.7185563453124,61.19157628722266,36.404578049848105
90.42829665675188,42.09072878096806,73.34952975153404,1413.854669910767,366.74764875767016,71.12053200624425
80.14902286971741,97.41853648191668,96.66503529764687,1321.3412058274566,483.3251764882343,68.54740797925976
1.1782702110628374,2.2923158368096774,22.161879290861553,610.6044318995655,110.80939645430776,49.54835148146293
4.114625097392932,43.298086326486754,84.05747404412813,637.0316258765364,420.28737022064064,69.73093744359551
2.0914807881016406,82.94270656268525,79.96331090619825,618.8233270929147,399.8165545309912,70.90399426704815
