cpu usage,memory usage,gpu usage,cpu frequency,gpu frequency,temperature
90.45776441310839,41.589821758013116,91.7773168799209,1414.1198797179754,458.88658439960454,67.45912113563257
39.33908953345953,52.401037581486776,27.306090660599136,954.0518058011357,136.53045330299568,58.80668343395166
91.23484301388713,54.84755643264252,29.12586795723039,1421.1135871249842,145.62933978615195,72.92306211690276
62.39301268316906,74.31609017761188,36.87495189012486,1161.5371141485216,184.3747594506243,77.27684596715143
98.3832858109035,15.578453889611154,47.59034377783615,1485.4495722981314,237.95171888918077,68.82773293562005
84.13133506761915,42.545336053799744,74.39969567585705,1357.1820156085723,371.99847837928525,68.1008786173345
62.31471017264144,69.9127501915297,38.834695383081986,1160.832391553773,194.17347691540994,84.4923529305821
78.82453144722166,51.585274853818085,45.92301104532985,1309.420783024995,229.61505522664925,78.58342523677618
63.2076627912608,63.956178343518665,16.74676285981048,1168.8689651213472,83.7338142990524,84.20574735693434
20.7364213447768,38.52838935091397,19.906996690561908,786.6277921029912,99.53498345280954,47.68608458718417
65.69499751392405,63.10178434751291,11.793697804154235,1191.2549776253163,58.96848902077117,75.80914926983554
58.847821105094326,87.27438287563318,35.60759644734508,1129.630389945849,178.0379822367254,74.17124120170483
63.28352588703884,68.28032750355268,16.015909318102985,1169.5517329833497,80.07954659051492,80.94564605505256
14.63636016351323,83.05164606050171,44.20485143048873,731.7272414716191,221.02425715244365,70.72590775310212
72.66180986161828,37.404490152821644,20.452246956895614,1253.9562887545644,102.26123478447806,75.71426305632329
69.77383412730097,63.296085696186644,27.03226647710354,1227.9645071457087,135.1613323855177,80.66532129235661
0.4288137793544533,12.681123220923151,70.42079763800909,603.8593240141901,352.10398819004547,82.23967193244533
91.7745515078625,64.75742943806995,92.06404189533237,1425.9709635707625,460.32020947666183,69.65580221568425
0.7413218978058467,42.42826222068933,93.42611224237477,606.6718970802526,467.13056121187384,66.39639957574022
5.074594331376748,19.866815838264195,74.78177234016653,645.6713489823908,373.90886170083263,79.94730382675452
42.23191751387202,81.26458169684197,77.35257410697166,980.0872576248482,386.7628705348583,66.99387757505933
35.86374808379983,3.132908672920953,46.401531914631455,922.7737327541984,232.00765957315727,59.43549223290057
62.69768475787368,89.37284651678078,13.760491278137643,1164.2791628208631,68.8024563906882,71.41791371908862
48.45874467930796,96.57049910438606,23.98598326431355,1036.1287021137716,119.92991632156775,69.23517147931724
